,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AADT,,,,,,,,,,,Census Data,,,,,,,,,,,,,,,,,,,,,,Weather Data,,,,,,,,,,,Census Data,,,,,,,,,,,,,,,,,,,,,,,,,,Indicator Variables,,,,,,,,,,,,Estimates Based on Exposure Models,,,,,,,,,,,,,,,,,,,,,,Crash Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,MN,Minneapolis,MN-Int-12699_Leg-2,44.93416307,-93.26753993,MN_Int-12699,Int-12699,4SG 1x2,2014,2024,Yes,Yes,Present,2,Min2,Portland Ave,SB,One-way,30 mph,30,Not applicable (no school zone at this location),Signalized without refuge,Dedicated bicycle lane on roadway,Bicycle path and signalized without refuge,None,Two sides,Two lanes,One-way roadway (no median),Not present,Conventional right-turn lane,0,Permitted,Both sides,60,4/4 - yes,City of Minneapolis PSL map (SR 10/30/25),2,,,,11,7114,7114,5800,5908,5939,6015,9900,10930,11225,11124,7191,12263,12443,12274,11600,11864,11688,11192,10996,11165,10247,10247,1164,1498,1405,1563,1663,1757,1551,1509,1649,1649,1649,9.8,10.1,9.9,10,9.7,10.3,10.1,9.8,10,8.9,8.9,0.048811205,0.062518119,0.056311299,0.052008209,0.03529956,0.028247369,0.025950759,0.024425026,0.021628686,0.031640435,0.031640435,0.005336099,0.010641937,0.010211838,0.012832758,0.016454676,0.027696517,0.041103656,0.038169083,0.038034078,0.040537499,0.040537499,313,338,0,197,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,279,329,308,285,237,193,157,162,220,328,321,673,680,675,660,668,664,389,386,327,315,315,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,MN,Minneapolis,MN-Int-12699_Leg-3,44.93416307,-93.26753993,MN_Int-12699,Int-12699,4SG 1x2,2014,2024,Yes,Yes,Present,3,Maj1,E 38th St,EB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,"None (i.e., no bicycle facilities and no paved shoulder)","No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Two lanes,Centerline only (no median),Not present,Not present,0,Permitted,Both sides,60,4/4 - yes,City of Minneapolis PSL map (SR 10/30/25),2,,,,11,11446,11446,9800,9982,10034,10163,4700,5537,5609,5463,7296,12263,12443,12274,11600,11864,11688,11192,10996,11165,10247,10247,1164,1498,1405,1563,1663,1757,1551,1509,1649,1649,1649,9.8,10.1,9.9,10,9.7,10.3,10.1,9.8,10,8.9,8.9,0.048811205,0.062518119,0.056311299,0.052008209,0.03529956,0.028247369,0.025950759,0.024425026,0.021628686,0.031640435,0.031640435,0.005336099,0.010641937,0.010211838,0.012832758,0.016454676,0.027696517,0.041103656,0.038169083,0.038034078,0.040537499,0.040537499,313,338,0,197,No,No,Yes,No,No,Yes,No,No,No,No,No,No,254,299,281,260,216,176,134,140,189,282,286,825,834,828,809,819,814,477,473,401,386,386,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,MN,Minneapolis,MN-Int-12699_Leg-4,44.93416307,-93.26753993,MN_Int-12699,Int-12699,4SG 1x2,2014,2024,Yes,Yes,Present,4,Maj2,E 38th St,WB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,"None (i.e., no bicycle facilities and no paved shoulder)","No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Two lanes,Centerline only (no median),Not present,Not present,0,Permitted,Both sides,60,4/4 - yes,City of Minneapolis PSL map (SR 10/30/25),2,,,,11,11446,11446,9800,9982,10034,10163,4700,5537,5609,5463,7296,12263,12443,12274,11600,11864,11688,11192,10996,11165,10247,10247,1164,1498,1405,1563,1663,1757,1551,1509,1649,1649,1649,9.8,10.1,9.9,10,9.7,10.3,10.1,9.8,10,8.9,8.9,0.048811205,0.062518119,0.056311299,0.052008209,0.03529956,0.028247369,0.025950759,0.024425026,0.021628686,0.031640435,0.031640435,0.005336099,0.010641937,0.010211838,0.012832758,0.016454676,0.027696517,0.041103656,0.038169083,0.038034078,0.040537499,0.040537499,313,338,0,197,No,No,Yes,No,No,Yes,No,No,No,No,No,No,254,299,281,260,216,176,134,140,189,282,286,825,834,828,809,819,814,477,473,401,386,386,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,MN,Minneapolis,MN-Int-12864_Leg-1,44.98206781,-93.27138837,MN_Int-12864,Int-12864,4SG 1x2,2014,2024,Yes,Yes,Present,1,Maj1,N 3rd St,NB,One-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Dedicated bicycle lane on roadway,"No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Three lanes,One-way roadway (no median),Not present,Not present,0,Permitted,Both sides,65,4/4 - yes,City of Minneapolis PSL map (SR 10/30/25),3,0,0,0,11,17900,17900,17900,17900,17900,18129,13583,14996,8629,8551,8859,9327,9466,9534,10179,10728,11447,12080,11881,13014,13136,13136,125737,125088,129143,130741,142747,130323,125682,104275,108260,108260,108260,9.8,10.1,9.9,10,9.7,10.3,10.1,9.8,10,8.9,8.9,0.014822677,0.014158001,0.013208776,0.022193707,0.02808091,0.024333016,0.016968605,0.015378299,0.007397396,0.006215489,0.006215489,0.201074647,0.21522046,0.237927719,0.256543001,0.26219245,0.263499559,0.24834217,0.236423842,0.239401536,0.251494246,0.251494246,351,54,7,873,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,687,664,739,883,1082,873,570,545,675,872,873,12104,12077,12798,13460,16202,14094,8120,6035,5562,5585,5585,1,0,0,1,2,1,0,0,0,0,1,6,1,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1478,MN,Minneapolis,MN-Int-12864_Leg-2,44.98206781,-93.27138837,MN_Int-12864,Int-12864,4SG 1x2,2014,2024,Yes,Yes,Present,2,Maj2,N 3rd St,SB,One-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,"None (i.e., no bicycle facilities and no paved shoulder)","No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Three lanes,One-way roadway (no median),Not present,Not present,0,Permitted,Both sides,65,4/4 - yes,City of Minneapolis PSL map (SR 10/30/25),3,,,,11,17900,17900,17900,17900,17900,18129,13583,14996,8629,8551,8859,9327,9466,9534,10179,10728,11447,12080,11881,13014,13136,13136,125737,125088,129143,130741,142747,130323,125682,104275,108260,108260,108260,9.8,10.1,9.9,10,9.7,10.3,10.1,9.8,10,8.9,8.9,0.014822677,0.014158001,0.013208776,0.022193707,0.02808091,0.024333016,0.016968605,0.015378299,0.007397396,0.006215489,0.006215489,0.201074647,0.21522046,0.237927719,0.256543001,0.26219245,0.263499559,0.24834217,0.236423842,0.239401536,0.251494246,0.251494246,351,54,7,873,No,No,Yes,No,Yes,No,No,No,No,No,No,No,442,428,476,569,697,562,367,351,435,561,562,12104,12077,12798,13460,16202,14094,8120,6035,5562,5585,5585,1,0,0,1,2,1,0,0,0,0,1,6,1,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1479,MN,Minneapolis,MN-Int-12864_Leg-3,44.98206781,-93.27138837,MN_Int-12864,Int-12864,4SG 1x2,2014,2024,Yes,Yes,Present,3,Min1,1st Ave,EB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Dedicated bicycle lane on roadway,Bicycle path and signalized without refuge,None,Two sides,Two lanes,Centerline only (no median),Not present,Not present,0,Permitted,Both sides,65,4/4 - yes,City of Minneapolis PSL map (SR 10/30/25),2,,,,11,5500,5500,5500,5500,5500,5571,4174,4917,4107,4000,4092,9327,9466,9534,10179,10728,11447,12080,11881,13014,13136,13136,125737,125088,129143,130741,142747,130323,125682,104275,108260,108260,108260,9.8,10.1,9.9,10,9.7,10.3,10.1,9.8,10,8.9,8.9,0.014822677,0.014158001,0.013208776,0.022193707,0.02808091,0.024333016,0.016968605,0.015378299,0.007397396,0.006215489,0.006215489,0.201074647,0.21522046,0.237927719,0.256543001,0.26219245,0.263499559,0.24834217,0.236423842,0.239401536,0.251494246,0.251494246,351,54,7,873,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,698,675,751,898,1100,888,579,556,701,904,905,12214,12186,12914,13581,16349,14221,8194,6090,5613,5636,5636,1,0,0,1,2,1,0,0,0,0,1,6,1,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1480,MN,Minneapolis,MN-Int-12864_Leg-4,44.98206781,-93.27138837,MN_Int-12864,Int-12864,4SG 1x2,2014,2024,Yes,Yes,Present,4,Min2,1st Ave,WB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Dedicated bicycle lane on roadway,Bicycle path and signalized without refuge,None,Two sides,Three lanes,Centerline only (no median),Not present,Not present,0,Permitted,Both sides,65,4/4 - yes,City of Minneapolis PSL map (SR 10/30/25),3,,,,11,5500,5500,5500,5500,5500,5571,4174,4917,4107,4000,4092,9327,9466,9534,10179,10728,11447,12080,11881,13014,13136,13136,125737,125088,129143,130741,142747,130323,125682,104275,108260,108260,108260,9.8,10.1,9.9,10,9.7,10.3,10.1,9.8,10,8.9,8.9,0.014822677,0.014158001,0.013208776,0.022193707,0.02808091,0.024333016,0.016968605,0.015378299,0.007397396,0.006215489,0.006215489,0.201074647,0.21522046,0.237927719,0.256543001,0.26219245,0.263499559,0.24834217,0.236423842,0.239401536,0.251494246,0.251494246,351,54,7,873,No,No,Yes,No,No,No,No,No,No,No,Yes,No,936,904,1007,1203,1474,1189,776,745,939,1211,1213,15113,15079,15979,16805,20230,17597,10139,7536,6945,6974,6974,1,0,0,1,2,1,0,0,0,0,1,6,1,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1481,MN,Minneapolis,MN-Int-12871_Leg-1,44.9812566,-93.27022407,MN_Int-12871,Int-12871,4SG 1x2,2022,2024,Yes,Yes,Present,1,Maj1,3rd St,NB,One-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Dedicated bicycle lane on roadway,Bicycle path and signalized without refuge,None,Two sides,Three lanes,One-way roadway (no median),Not present,Not present,0,Permitted,Both sides,60,4/4 - yes,Road construction till 2021; City of Minneapolis PSL map (SR 10/30/25),3,1,0,0,3,13454,11100,11089,11295,14400,14585,10927,12063,9269,9186,9516,9529,9604,9656,10222,10886,11596,11997,11788,12844,12825,12825,135393,135867,137415,139839,152767,142645,140385,120410,129692,129692,129692,9.8,10.1,9.9,10,9.7,10.3,10.1,9.8,10,8.9,8.9,0.012057588,0.011777484,0.01114529,0.018891586,0.02620988,0.022568787,0.016485293,0.014784207,0.008541162,0.006288662,0.006288662,0.211794604,0.226011962,0.254194635,0.273632001,0.276859407,0.274581586,0.263625711,0.252620346,0.257453228,0.273002927,0.273002927,317,168,1,954,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,591,571,645,760,959,771,523,503,661,848,849,6215,6277,6425,6807,8335,7474,4409,3339,3298,3296,3296,0,1,3,1,2,1,0,1,0,0,0,9,0,1,3,0,2,1,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,4,0,1,1,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,MN,Minneapolis,MN-Int-12871_Leg-2,44.9812566,-93.27022407,MN_Int-12871,Int-12871,4SG 1x2,2022,2024,Yes,Yes,Present,2,Maj2,3rd St,SB,One-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Dedicated bicycle lane on roadway,"No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Three lanes,One-way roadway (no median),Not present,Not present,0,Permitted,Both sides,60,4/4 - yes,Road construction till 2021; City of Minneapolis PSL map (SR 10/30/25),3,,,,3,13454,11100,11089,11295,14400,14585,10927,12063,9269,9186,9516,9529,9604,9656,10222,10886,11596,11997,11788,12844,12825,12825,135393,135867,137415,139839,152767,142645,140385,120410,129692,129692,129692,9.8,10.1,9.9,10,9.7,10.3,10.1,9.8,10,8.9,8.9,0.012057588,0.011777484,0.01114529,0.018891586,0.02620988,0.022568787,0.016485293,0.014784207,0.008541162,0.006288662,0.006288662,0.211794604,0.226011962,0.254194635,0.273632001,0.276859407,0.274581586,0.263625711,0.252620346,0.257453228,0.273002927,0.273002927,317,168,1,954,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,591,571,645,760,959,771,523,503,661,848,849,6215,6277,6425,6807,8335,7474,4409,3339,3298,3296,3296,0,1,3,1,2,1,0,1,0,0,0,9,0,1,3,0,2,1,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,4,0,1,1,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,MN,Minneapolis,MN-Int-12871_Leg-3,44.9812566,-93.27022407,MN_Int-12871,Int-12871,4SG 1x2,2022,2024,Yes,Yes,Present,3,Min1,Hennepin Ave,EB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Separated bicycle path without barrier,Bicycle path and signalized without refuge,None,None,Five lanes,Centerline only (no median),Present,Not present,0,Permitted,Both sides,60,4/4 - yes,Road construction till 2021; City of Minneapolis PSL map (SR 10/30/25),5,,,,3,21285,21285,21264,21660,15700,15901,11913,13152,6127,6072,6290,9529,9604,9656,10222,10886,11596,11997,11788,12844,12825,12825,135393,135867,137415,139839,152767,142645,140385,120410,129692,129692,129692,9.8,10.1,9.9,10,9.7,10.3,10.1,9.8,10,8.9,8.9,0.012057588,0.011777484,0.01114529,0.018891586,0.02620988,0.022568787,0.016485293,0.014784207,0.008541162,0.006288662,0.006288662,0.211794604,0.226011962,0.254194635,0.273632001,0.276859407,0.274581586,0.263625711,0.252620346,0.257453228,0.273002927,0.273002927,317,168,1,954,No,No,Yes,No,No,No,No,No,No,No,No,Yes,1241,1211,1368,1612,1979,1591,1080,1037,1330,1707,1710,7760,7837,8022,8499,10407,9332,5504,4169,4118,4116,4116,0,1,3,1,2,1,0,1,0,0,0,9,0,1,3,0,2,1,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,4,0,1,1,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,MN,Minneapolis,MN-Int-12871_Leg-4,44.9812566,-93.27022407,MN_Int-12871,Int-12871,4SG 1x2,2022,2024,Yes,Yes,Present,4,Min2,Hennepin Ave,WB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,Separated bicycle path without barrier,Bicycle path and signalized without refuge,None,None,Four lanes,Centerline only (no median),Not present,Not present,0,Permitted,Both sides,60,4/4 - yes,Road construction till 2021; City of Minneapolis PSL map (SR 10/30/25),4,,,,3,21285,21285,21264,21660,15700,15901,11913,13152,6127,6072,6290,9529,9604,9656,10222,10886,11596,11997,11788,12844,12825,12825,135393,135867,137415,139839,152767,142645,140385,120410,129692,129692,129692,9.8,10.1,9.9,10,9.7,10.3,10.1,9.8,10,8.9,8.9,0.012057588,0.011777484,0.01114529,0.018891586,0.02620988,0.022568787,0.016485293,0.014784207,0.008541162,0.006288662,0.006288662,0.211794604,0.226011962,0.254194635,0.273632001,0.276859407,0.274581586,0.263625711,0.252620346,0.257453228,0.273002927,0.273002927,317,168,1,954,No,No,Yes,No,No,No,No,No,No,No,No,Yes,1241,1211,1368,1612,1979,1591,1080,1037,1330,1707,1710,7760,7837,8022,8499,10407,9332,5504,4169,4118,4116,4116,0,1,3,1,2,1,0,1,0,0,0,9,0,1,3,0,2,1,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,4,0,1,1,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,PA,Philadelphia,PA-001 _Leg-1,39.96728434,-75.17134656,PA_PA-001,PA-001,3SG 2x2,2014,2024,Yes,Yes,Present,1,Maj1, FAIRMOUNT AVE,EB,Two-way,30 mph,30,Not applicable (no school zone at this location),Signalized without refuge,Dedicated bicycle lane on roadway,Bicycle path and signalized without refuge,None,Two sides,Two lanes,Centerline only (no median),Not present,Not present,0,Permitted,Both sides,45,3/3 - yes,,2,0,0,0,11,12980,12909,12619,12619,10563,10513,10434,10434,7872,7872,8461,24753,24656.85428,24970.59419,24914.81905,25707.53745,25556.99448,24958.74918,26124.03551,26811.073,26612.75579,26612.75579,9199.395366,9456.632059,9236.325387,9017.292164,9045.308041,8891.220715,7659.795561,7555.372745,8593.233656,8593.233656,8593.233656,8.9,8.9,9.2,9.2,9.2,8.9,8.9,8.7,8.9,8.5,8.5,0.057602474,0.049377075,0.043752406,0.04888031,0.052288941,0.047780236,0.057536901,0.055448366,0.052110042,0.055471275,0.055471275,0.180327773,0.191503979,0.179867313,0.187292768,0.19367951,0.217610808,0.199747051,0.181659008,0.178642401,0.174087023,0.174087023,231,343,0,267,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,594,541,448,495,528,564,467,447,587,665,667,1203,1205,1208,1204,1221,1215,709,722,621,619,619,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,PA,Philadelphia,PA-001_Leg-2,39.96728434,-75.17134656,PA_PA-001,PA-001,3SG 2x2,2014,2024,Yes,Yes,Present,2,Maj2, FAIRMOUNT AVE,WB,Two-way,30 mph,30,Not applicable (no school zone at this location),Signalized without refuge,Dedicated bicycle lane on roadway,Bicycle path and signalized without refuge,None,Two sides,Two lanes,Centerline only (no median),Not present,Not present,0,Permitted,Both sides,45,3/3 - yes,,2,,,,11,12980,12909,12619,12619,10563,10513,10434,10434,7872,7872,8461,24753,24656.85428,24970.59419,24914.81905,25707.53745,25556.99448,24958.74918,26124.03551,26811.073,26612.75579,26612.75579,9199.395366,9456.632059,9236.325387,9017.292164,9045.308041,8891.220715,7659.795561,7555.372745,8593.233656,8593.233656,8593.233656,8.9,8.9,9.2,9.2,9.2,8.9,8.9,8.7,8.9,8.5,8.5,0.057602474,0.049377075,0.043752406,0.04888031,0.052288941,0.047780236,0.057536901,0.055448366,0.052110042,0.055471275,0.055471275,0.180327773,0.191503979,0.179867313,0.187292768,0.19367951,0.217610808,0.199747051,0.181659008,0.178642401,0.174087023,0.174087023,231,343,0,267,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,594,541,448,495,528,564,467,447,587,665,667,1203,1205,1208,1204,1221,1215,709,722,621,619,619,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,PA,Philadelphia,PA-001_Leg-3,39.96728434,-75.17134656,PA_PA-001,PA-001,3SG 2x2,2014,2024,Yes,Yes,Present,3,Min1,CORINTHIAN AVE,SB,Two-way,25 mph,25,Not applicable (no school zone at this location),Signalized without refuge,"None (i.e., no bicycle facilities and no paved shoulder)","No bicycle path, no pedestrian crossing facility, or no intersection present",None,Two sides,Two lanes,Centerline only (no median),Not present,Not present,0,Permitted,Both sides,45,3/3 - yes,,2,,,,11,300,300,300,300,300,300,300,300,300,1236,1236,24753,24656.85428,24970.59419,24914.81905,25707.53745,25556.99448,24958.74918,26124.03551,26811.073,26612.75579,26612.75579,9199.395366,9456.632059,9236.325387,9017.292164,9045.308041,8891.220715,7659.795561,7555.372745,8593.233656,8593.233656,8593.233656,8.9,8.9,9.2,9.2,9.2,8.9,8.9,8.7,8.9,8.5,8.5,0.057602474,0.049377075,0.043752406,0.04888031,0.052288941,0.047780236,0.057536901,0.055448366,0.052110042,0.055471275,0.055471275,0.180327773,0.191503979,0.179867313,0.187292768,0.19367951,0.217610808,0.199747051,0.181659008,0.178642401,0.174087023,0.174087023,231,343,0,267,No,No,No,No,No,Yes,No,No,No,No,No,No,408,371,308,341,366,392,324,310,413,501,501,1462,1465,1469,1463,1484,1477,861,877,755,753,753,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
